,student_id,gender,age,education_level,institution_type,it_student,student_location,load_shedding,financial_condition,internet_type,class_duration,self_lms,device,adaptability_level
530,531,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
531,532,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
532,533,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
533,534,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
534,535,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
535,536,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Computer,Moderate
536,537,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
537,538,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
538,539,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
539,540,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
540,541,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
541,542,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
542,543,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
543,544,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
544,545,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
545,546,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
546,547,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,High
547,548,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
548,549,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
549,550,Boy,26-30,University,Non Government,Yes,Yes,High,Poor,Mobile Data,1-3,Yes,Computer,Moderate
550,551,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
551,552,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
552,553,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
553,554,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
554,555,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Computer,Moderate
555,556,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
556,557,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,1-3,No,Mobile,Low
557,558,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
558,559,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
559,560,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
560,561,Boy,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Mobile,High
561,562,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
562,563,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
563,564,Boy,21-25,University,Government,No,No,Low,Poor,Mobile Data,1-3,No,Mobile,Low
564,565,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
565,566,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
566,567,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
567,568,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
568,569,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,1-3,No,Mobile,Moderate
569,570,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3-6,No,Mobile,Moderate
570,571,Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
571,572,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
572,573,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,1-3,Yes,Computer,High
573,574,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
574,575,Girl,16-20,College,Non Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
575,576,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
576,577,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
577,578,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
578,579,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Mobile,Moderate
579,580,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
580,581,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Computer,Low
581,582,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,3-6,No,Computer,Low
582,583,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,1-3,No,Mobile,Low
583,584,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
584,585,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Computer,High
585,586,Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,3-6,Yes,Tab,Low
586,587,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
587,588,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
588,589,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3-6,No,Mobile,Low
589,590,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
590,591,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
591,592,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
592,593,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,1-3,No,Computer,High
593,594,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Low
594,595,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
595,596,Boy,16-20,College,Government,Yes,No,Low,Rich,Wifi,0,No,Mobile,Low
596,597,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
597,598,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,3-6,No,Mobile,Moderate
598,599,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3-6,No,Mobile,Moderate
599,600,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
600,601,Girl,1-5,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,Yes,Mobile,Low
601,602,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,0,No,Mobile,Low
602,603,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Tab,Moderate
603,604,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
604,605,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
605,606,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,3-6,No,Mobile,Moderate
606,607,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,High
607,608,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
608,609,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
609,610,Boy,1-5,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
610,611,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
611,612,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
612,613,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
613,614,Boy,21-25,University,Government,No,No,High,Mid,Wifi,0,No,Mobile,Low
614,615,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
615,616,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,High
616,617,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
617,618,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
618,619,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,0,No,Mobile,Low
619,620,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Computer,High
620,621,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,High
621,622,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
622,623,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
623,624,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
624,625,Boy,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
625,626,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Computer,Low
626,627,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
627,628,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,High
628,629,Boy,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Mobile,High
629,630,Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
630,631,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
631,632,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,3-6,No,Mobile,Moderate
632,633,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
633,634,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
634,635,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,0,Yes,Mobile,Low
635,636,Boy,11-15,School,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
636,637,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
637,638,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
638,639,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
639,640,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
640,641,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,High
641,642,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
642,643,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
643,644,Girl,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
644,645,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
645,646,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
646,647,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,0,No,Mobile,Low
647,648,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
648,649,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,Yes,Mobile,High
649,650,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
650,651,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
651,652,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
652,653,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,0,No,Mobile,Low
653,654,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
654,655,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,3-6,Yes,Computer,Low
655,656,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
656,657,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,High
657,658,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
658,659,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
659,660,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Low
660,661,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
661,662,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
662,663,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
663,664,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
664,665,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
665,666,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
666,667,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
667,668,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,Moderate
668,669,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,0,No,Computer,Low
669,670,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,1-3,No,Mobile,Moderate
670,671,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
671,672,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
672,673,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
673,674,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
674,675,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Low
675,676,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Moderate
676,677,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,1-3,Yes,Computer,Moderate
677,678,Boy,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
678,679,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
679,680,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
680,681,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,No,Computer,Low
681,682,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,High
682,683,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Moderate
683,684,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
684,685,Boy,11-15,School,Government,No,No,Low,Poor,Mobile Data,0,No,Mobile,Low
685,686,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
686,687,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
687,688,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3-6,No,Mobile,Low
688,689,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
689,690,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,1-3,Yes,Computer,High
690,691,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
691,692,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
692,693,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Moderate
693,694,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
694,695,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3-6,Yes,Mobile,Low
695,696,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3-6,No,Mobile,Moderate
696,697,Girl,6-10,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
697,698,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Computer,Low
698,699,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
699,700,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
700,701,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
701,702,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
702,703,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
703,704,Girl,1-5,School,Government,No,Yes,Low,Rich,Mobile Data,1-3,Yes,Mobile,Low
704,705,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
705,706,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,1-3,Yes,Computer,Moderate
706,707,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
707,708,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
708,709,Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
709,710,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
710,711,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
711,712,Boy,21-25,College,Government,Yes,No,Low,Poor,Mobile Data,0,No,Mobile,Low
712,713,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,Yes,Mobile,Low
713,714,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
714,715,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
715,716,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
716,717,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
717,718,Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
718,719,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
719,720,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,1-3,Yes,Mobile,Moderate
720,721,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
721,722,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
722,723,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3-6,Yes,Mobile,Moderate
723,724,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
724,725,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Mobile,Low
725,726,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
726,727,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3-6,Yes,Mobile,Moderate
727,728,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
728,729,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
729,730,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
730,731,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3-6,Yes,Mobile,Moderate
731,732,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,1-3,Yes,Mobile,Moderate
732,733,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
733,734,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,1-3,Yes,Computer,High
734,735,Girl,1-5,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
735,736,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,1-3,No,Mobile,High
736,737,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,0,No,Mobile,Low
737,738,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
738,739,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
739,740,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,0,No,Mobile,Low
740,741,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,1-3,Yes,Tab,Moderate
741,742,Boy,11-15,School,Non Government,Yes,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Moderate
742,743,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
743,744,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
744,745,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
745,746,Boy,21-25,University,Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
746,747,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Mobile,Moderate
747,748,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
748,749,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,Yes,Mobile,High
749,750,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3-6,Yes,Mobile,Moderate
750,751,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
751,752,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Moderate
752,753,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Mobile,Moderate
753,754,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Low
754,755,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
755,756,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
756,757,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,1-3,Yes,Computer,Moderate
757,758,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Mobile,Low
758,759,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
759,760,Boy,21-25,College,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
760,761,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
761,762,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,1-3,No,Mobile,Low
762,763,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,3-6,No,Computer,Moderate
763,764,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
764,765,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
765,766,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
766,767,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
767,768,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
768,769,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,0,No,Mobile,Moderate
769,770,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,High
770,771,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
771,772,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
772,773,Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,3-6,Yes,Tab,Low
773,774,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Mobile,Low
774,775,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3-6,No,Mobile,Low
775,776,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Mobile,Moderate
776,777,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
777,778,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,0,No,Mobile,Low
778,779,Girl,6-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,1-3,No,Mobile,Low
779,780,Girl,1-5,School,Non Government,No,Yes,Low,Mid,Wifi,1-3,No,Mobile,Moderate
780,781,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,3-6,Yes,Computer,Moderate
781,782,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
782,783,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Low
783,784,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
784,785,Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,1-3,Yes,Mobile,Low
785,786,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,1-3,No,Computer,Moderate
786,787,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,1-3,No,Mobile,Low
787,788,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Moderate
788,789,Boy,6-10,School,Non Government,No,Yes,Low,Rich,Wifi,3-6,No,Mobile,High
789,790,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3-6,No,Computer,Moderate
790,791,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,1-3,No,Mobile,Low
791,792,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
792,793,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,0,No,Mobile,Low
793,794,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,0,No,Mobile,Low
794,795,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,1-3,No,Mobile,Low
795,796,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,1-3,No,Mobile,Moderate
